   MQ-3 (Alcohol Sensor)(mg/L), MQ-4 (Methane Sensor)(ppm), MQ-7 (CO Sensor)(ppm), MQ-8 (Hydrogen Sensor)(ppm), MQ-9 (CO Sensor)(ppm), MQ-135 (Air Quality Sensor)(ppm), Timestamp
32.32,301.76,197.27,175.78,172.85,157.23,3:30:41
32.32,301.76,197.27,175.78,172.85,157.23,3:30:45
32.32,301.76,197.27,175.78,173.83,157.23,3:30:49
32.32,301.76,197.27,175.78,172.85,157.23,3:30:53
32.32,300.78,197.27,175.78,173.83,157.23,3:30:57
32.32,300.78,196.29,175.78,172.85,157.23,3:31:01
32.23,299.8,196.29,175.78,172.85,157.23,3:31:05
32.13,299.8,196.29,175.78,172.85,156.25,3:31:09
32.13,299.8,196.29,175.78,172.85,157.23,3:31:13
32.13,299.8,196.29,174.8,172.85,157.23,3:31:17
32.13,300.78,196.29,174.8,172.85,157.23,3:31:21
32.13,299.8,196.29,175.78,172.85,157.23,3:31:26
32.13,299.8,196.29,174.8,172.85,157.23,3:31:30
32.13,299.8,196.29,174.8,172.85,157.23,3:31:34
32.03,296.88,196.29,174.8,171.88,157.23,3:31:38
32.13,298.83,197.27,174.8,172.85,157.23,3:31:42
32.13,299.8,196.29,174.8,172.85,157.23,3:31:46
32.13,300.78,196.29,175.78,172.85,157.23,3:31:50
32.13,300.78,196.29,174.8,172.85,157.23,3:31:54
32.13,300.78,196.29,174.8,172.85,157.23,3:31:58
32.13,300.78,196.29,174.8,172.85,157.23,3:32:02
32.03,300.78,196.29,174.8,171.88,156.25,3:32:06
32.03,299.8,196.29,174.8,172.85,156.25,3:32:10
32.03,299.8,196.29,174.8,172.85,157.23,3:32:14
32.03,299.8,196.29,174.8,172.85,157.23,3:32:18
32.03,299.8,196.29,174.8,172.85,157.23,3:32:22
32.03,299.8,195.31,174.8,172.85,157.23,3:32:26
32.03,299.8,196.29,174.8,172.85,157.23,3:32:30
32.03,300.78,196.29,174.8,172.85,157.23,3:32:34
32.03,299.8,195.31,174.8,171.88,157.23,3:32:39
32.03,299.8,196.29,174.8,172.85,156.25,3:32:43
32.03,299.8,196.29,174.8,172.85,157.23,3:32:47
31.93,299.8,195.31,174.8,171.88,156.25,3:32:51
32.03,299.8,196.29,174.8,171.88,157.23,3:32:55
31.93,299.8,196.29,174.8,172.85,156.25,3:32:59
32.03,300.78,196.29,175.78,172.85,157.23,3:33:03
31.93,300.78,196.29,174.8,172.85,157.23,3:33:07
31.93,299.8,195.31,174.8,172.85,156.25,3:33:11
31.93,299.8,195.31,174.8,171.88,156.25,3:33:15
31.93,299.8,195.31,174.8,171.88,156.25,3:33:19
31.93,299.8,196.29,174.8,171.88,157.23,3:33:23
31.93,299.8,195.31,174.8,171.88,156.25,3:33:27
31.93,299.8,195.31,174.8,171.88,156.25,3:33:31
31.93,299.8,195.31,174.8,171.88,156.25,3:33:35
32.13,301.76,197.27,175.78,173.83,158.2,3:33:39
32.13,301.76,197.27,175.78,173.83,157.23,3:33:43
32.13,301.76,197.27,175.78,174.8,158.2,3:33:47
32.13,301.76,197.27,176.76,173.83,158.2,3:33:52
32.13,301.76,197.27,176.76,173.83,158.2,3:33:56
32.13,301.76,197.27,175.78,173.83,158.2,3:34:00
32.13,301.76,197.27,175.78,173.83,158.2,3:34:04
32.03,300.78,196.29,175.78,172.85,157.23,3:34:08
32.03,300.78,196.29,175.78,172.85,157.23,3:34:12
32.13,301.76,197.27,175.78,172.85,158.2,3:34:16
32.13,301.76,197.27,175.78,173.83,158.2,3:34:20
32.03,300.78,196.29,175.78,172.85,157.23,3:34:24
32.03,300.78,196.29,175.78,172.85,157.23,3:34:28
32.13,300.78,197.27,175.78,173.83,158.2,3:34:32
32.13,301.76,197.27,176.76,173.83,158.2,3:34:36
32.13,301.76,197.27,175.78,172.85,158.2,3:34:40
32.03,300.78,196.29,175.78,172.85,157.23,3:34:44
31.93,299.8,196.29,174.8,171.88,157.23,3:34:48
31.93,299.8,196.29,174.8,172.85,157.23,3:34:52
32.13,300.78,196.29,175.78,172.85,158.2,3:34:56
32.03,300.78,196.29,175.78,172.85,157.23,3:35:01
32.03,301.76,196.29,175.78,172.85,158.2,3:35:05
32.03,300.78,196.29,175.78,172.85,157.23,3:35:09
31.93,299.8,196.29,174.8,172.85,157.23,3:35:13
31.93,299.8,196.29,174.8,171.88,157.23,3:35:17
31.93,299.8,196.29,174.8,171.88,157.23,3:35:21
32.03,300.78,196.29,174.8,172.85,157.23,3:35:25
32.03,300.78,196.29,175.78,172.85,157.23,3:35:29
32.03,301.76,196.29,175.78,172.85,157.23,3:35:33
32.03,301.76,196.29,175.78,172.85,157.23,3:35:37
32.03,301.76,196.29,175.78,172.85,157.23,3:35:41
32.03,300.78,196.29,175.78,172.85,157.23,3:35:45
31.93,299.8,196.29,174.8,171.88,157.23,3:35:49
31.93,299.8,196.29,174.8,171.88,157.23,3:35:53
31.93,300.78,196.29,174.8,171.88,157.23,3:35:57
31.93,299.8,196.29,174.8,171.88,157.23,3:36:01
31.93,297.85,196.29,174.8,171.88,157.23,3:36:05
31.84,298.83,195.31,174.8,171.88,157.23,3:36:09
31.84,299.8,195.31,174.8,171.88,156.25,3:36:14
31.93,300.78,196.29,174.8,172.85,157.23,3:36:18
31.84,299.8,196.29,174.8,171.88,157.23,3:36:22
31.84,299.8,196.29,174.8,172.85,157.23,3:36:26
32.03,301.76,197.27,175.78,172.85,158.2,3:36:30
32.03,301.76,197.27,175.78,173.83,158.2,3:36:34
32.03,302.73,197.27,175.78,173.83,158.2,3:36:38
32.03,302.73,197.27,176.76,173.83,158.2,3:36:42
32.13,302.73,197.27,176.76,173.83,158.2,3:36:46
32.13,301.76,198.24,176.76,173.83,158.2,3:36:50
32.13,301.76,197.27,176.76,173.83,158.2,3:36:54
32.13,301.76,197.27,176.76,173.83,158.2,3:36:58
32.03,301.76,197.27,176.76,173.83,158.2,3:37:02
32.13,301.76,197.27,176.76,173.83,158.2,3:37:06
32.13,301.76,197.27,175.78,173.83,158.2,3:37:10
32.13,301.76,197.27,176.76,172.85,158.2,3:37:14
32.13,301.76,197.27,175.78,173.83,158.2,3:37:18
32.13,301.76,197.27,175.78,172.85,158.2,3:37:23
32.13,301.76,197.27,175.78,172.85,158.2,3:37:27
32.13,301.76,197.27,175.78,173.83,158.2,3:37:31
32.23,301.76,197.27,176.76,173.83,158.2,3:37:35
32.13,301.76,198.24,176.76,173.83,158.2,3:37:39
32.13,301.76,197.27,175.78,173.83,158.2,3:37:43
32.03,300.78,196.29,174.8,171.88,157.23,3:37:47
32.03,300.78,196.29,174.8,172.85,157.23,3:37:51
32.03,300.78,196.29,175.78,172.85,157.23,3:37:55
32.03,300.78,196.29,174.8,172.85,157.23,3:37:59
32.03,300.78,196.29,175.78,172.85,157.23,3:38:03
32.03,300.78,196.29,175.78,172.85,157.23,3:38:07
32.03,300.78,196.29,174.8,172.85,157.23,3:38:11
32.13,300.78,197.27,174.8,172.85,157.23,3:38:15
32.13,300.78,197.27,174.8,172.85,157.23,3:38:19
32.13,300.78,197.27,175.78,172.85,157.23,3:38:23
32.13,300.78,197.27,175.78,172.85,157.23,3:38:27
32.13,300.78,197.27,174.8,172.85,157.23,3:38:31
32.13,300.78,197.27,175.78,172.85,157.23,3:38:36
32.13,300.78,196.29,174.8,171.88,157.23,3:38:40
32.13,300.78,196.29,174.8,171.88,157.23,3:38:44
32.13,300.78,196.29,174.8,171.88,157.23,3:38:48
32.13,300.78,196.29,174.8,172.85,157.23,3:38:52
32.23,301.76,197.27,175.78,172.85,157.23,3:38:56
32.13,300.78,197.27,174.8,172.85,157.23,3:39:00
32.13,300.78,197.27,174.8,172.85,157.23,3:39:04
32.13,300.78,197.27,174.8,172.85,157.23,3:39:08
32.13,300.78,197.27,174.8,172.85,157.23,3:39:12
32.13,300.78,197.27,174.8,171.88,157.23,3:39:16
32.13,300.78,196.29,174.8,171.88,157.23,3:39:20
32.13,300.78,196.29,174.8,171.88,157.23,3:39:24
32.13,300.78,196.29,174.8,171.88,157.23,3:39:28
32.13,299.8,196.29,174.8,472.66,157.23,3:39:32
32.13,300.78,197.27,174.8,472.66,157.23,3:39:36
32.13,300.78,196.29,174.8,469.73,157.23,3:39:40
32.13,300.78,196.29,174.8,171.88,157.23,3:39:44
32.13,299.8,196.29,174.8,171.88,157.23,3:39:49
32.13,299.8,196.29,174.8,171.88,157.23,3:39:53
32.13,299.8,196.29,174.8,171.88,157.23,3:39:57
32.13,299.8,196.29,174.8,171.88,157.23,3:40:01
32.13,299.8,196.29,174.8,171.88,157.23,3:40:05
32.13,300.78,196.29,174.8,171.88,157.23,3:40:09
32.13,300.78,196.29,174.8,171.88,157.23,3:40:13
32.13,300.78,196.29,174.8,171.88,157.23,3:40:17
32.13,300.78,196.29,174.8,171.88,157.23,3:40:21
32.13,299.8,196.29,174.8,171.88,157.23,3:40:25
32.13,299.8,196.29,174.8,171.88,157.23,3:40:29
32.13,299.8,197.27,174.8,171.88,157.23,3:40:33
32.13,299.8,196.29,174.8,171.88,157.23,3:40:37
32.23,299.8,196.29,174.8,171.88,157.23,3:40:41
32.13,299.8,196.29,174.8,171.88,157.23,3:40:45
32.13,299.8,196.29,173.83,171.88,157.23,3:40:49
32.13,298.83,196.29,173.83,171.88,157.23,3:40:53
32.13,298.83,196.29,173.83,171.88,157.23,3:40:58
32.13,298.83,196.29,173.83,171.88,157.23,3:41:02
32.13,298.83,196.29,173.83,170.9,157.23,3:41:06
32.13,298.83,196.29,173.83,170.9,157.23,3:41:10
32.13,298.83,196.29,173.83,170.9,157.23,3:41:14
32.13,298.83,196.29,173.83,171.88,157.23,3:41:18
32.13,298.83,196.29,173.83,171.88,157.23,3:41:22
32.13,298.83,196.29,173.83,170.9,157.23,3:41:26
32.13,298.83,196.29,173.83,171.88,157.23,3:41:30
32.13,297.85,196.29,172.85,170.9,156.25,3:41:34
32.13,297.85,196.29,172.85,170.9,156.25,3:41:38
32.13,297.85,196.29,173.83,170.9,157.23,3:41:42
32.13,298.83,196.29,173.83,170.9,157.23,3:41:46
32.13,298.83,196.29,173.83,170.9,157.23,3:41:50
32.13,298.83,196.29,173.83,170.9,157.23,3:41:54
32.13,298.83,196.29,173.83,170.9,157.23,3:41:58
32.03,297.85,196.29,173.83,170.9,157.23,3:42:02
32.13,297.85,196.29,173.83,170.9,157.23,3:42:06
32.13,298.83,196.29,173.83,171.88,157.23,3:42:11
32.13,298.83,196.29,173.83,171.88,157.23,3:42:15
32.13,297.85,196.29,173.83,171.88,157.23,3:42:19
32.03,296.88,196.29,173.83,170.9,157.23,3:42:23
32.03,297.85,196.29,173.83,170.9,157.23,3:42:27
32.03,297.85,196.29,172.85,170.9,157.23,3:42:31
32.03,298.83,196.29,173.83,170.9,157.23,3:42:35
32.03,297.85,196.29,173.83,170.9,157.23,3:42:39
32.03,297.85,196.29,173.83,170.9,157.23,3:42:43
32.03,298.83,196.29,173.83,170.9,157.23,3:42:47
32.03,298.83,196.29,173.83,171.88,157.23,3:42:51
32.13,298.83,196.29,173.83,171.88,157.23,3:42:55
32.03,297.85,195.31,172.85,170.9,157.23,3:42:59
32.03,297.85,195.31,172.85,170.9,156.25,3:43:03
32.03,297.85,196.29,172.85,170.9,157.23,3:43:07
32.03,297.85,196.29,172.85,170.9,157.23,3:43:11
32.03,297.85,196.29,172.85,170.9,157.23,3:43:15
32.03,297.85,196.29,172.85,170.9,157.23,3:43:20
32.03,297.85,195.31,172.85,170.9,156.25,3:43:24
32.03,297.85,196.29,172.85,170.9,157.23,3:43:28
32.03,297.85,195.31,172.85,170.9,157.23,3:43:32
31.93,297.85,195.31,172.85,170.9,156.25,3:43:36
31.93,296.88,195.31,172.85,170.9,156.25,3:43:40
31.93,296.88,195.31,172.85,169.92,156.25,3:43:44
31.93,296.88,195.31,172.85,169.92,156.25,3:43:48
31.93,297.85,195.31,172.85,170.9,156.25,3:43:52
31.93,297.85,195.31,172.85,169.92,156.25,3:43:56
31.93,297.85,195.31,172.85,169.92,156.25,3:44:00
31.93,296.88,195.31,172.85,169.92,156.25,3:44:04
31.93,297.85,195.31,172.85,169.92,156.25,3:44:08
31.93,297.85,195.31,172.85,169.92,156.25,3:44:12
31.93,297.85,195.31,172.85,169.92,156.25,3:44:16
31.93,297.85,195.31,172.85,169.92,156.25,3:44:20
31.93,296.88,195.31,172.85,169.92,156.25,3:44:24
31.93,297.85,195.31,172.85,169.92,156.25,3:44:28
31.93,296.88,195.31,172.85,169.92,156.25,3:44:33
31.93,297.85,195.31,172.85,170.9,156.25,3:44:37
31.93,296.88,195.31,172.85,169.92,156.25,3:44:41
31.93,296.88,195.31,172.85,169.92,156.25,3:44:45
31.93,296.88,195.31,171.88,169.92,156.25,3:44:49
31.84,296.88,195.31,171.88,169.92,156.25,3:44:53
31.74,295.9,194.34,171.88,168.95,156.25,3:44:57
31.64,294.92,193.36,170.9,167.97,155.27,3:45:01
31.64,293.95,193.36,169.92,167.97,154.3,3:45:05
31.54,293.95,192.38,169.92,167.97,154.3,3:45:09
31.35,291.99,192.38,168.95,166.99,154.3,3:45:13
31.25,291.02,191.41,167.97,166.99,153.32,3:45:17
31.35,292.97,192.38,168.95,166.99,153.32,3:45:21
31.54,294.92,193.36,169.92,167.97,154.3,3:45:25
31.74,295.9,194.34,170.9,168.95,155.27,3:45:29
31.74,296.88,194.34,170.9,168.95,155.27,3:45:33
31.74,296.88,194.34,171.88,169.92,155.27,3:45:37
31.74,296.88,194.34,171.88,169.92,155.27,3:45:41
31.84,296.88,194.34,171.88,169.92,156.25,3:45:46
31.84,296.88,194.34,171.88,169.92,156.25,3:45:50
31.74,296.88,195.31,171.88,169.92,156.25,3:45:54
31.84,296.88,195.31,171.88,281.57,156.25,3:45:58
31.84,296.88,195.31,171.88,413.92,156.25,3:46:02
31.84,296.88,195.31,171.88,731.89,156.25,3:46:06
31.84,296.88,195.31,171.88,659.24,156.25,3:46:10
31.84,296.88,195.31,171.88,167.88,156.25,3:46:14
31.84,296.88,194.34,171.88,592.71,156.25,3:46:18
31.84,296.88,195.31,171.88,849.13,156.25,3:46:22
31.84,296.88,195.31,171.88,392.15,156.25,3:46:26
31.84,296.88,195.31,171.88,178.03,156.25,3:46:30
31.84,296.88,195.31,171.88,946.12,156.25,3:46:34
31.74,296.88,194.34,171.88,513.46,155.27,3:46:38
31.84,296.88,194.34,171.88,680.39,156.25,3:46:42
31.84,296.88,195.31,171.88,246.81,156.25,3:46:46
31.84,296.88,195.31,171.88,715.49,156.25,3:46:50
31.93,297.85,195.31,172.85,127.6,163.09,3:46:55
31.84,296.88,195.31,171.88,832.04,156.25,3:46:59
31.84,296.88,195.31,171.88,368.72,156.25,3:47:03
31.84,296.88,195.31,171.88,964.25,156.25,3:47:07
31.84,296.88,195.31,171.88,531.03,156.25,3:47:11
31.93,296.88,195.31,171.88,789.22,156.25,3:47:15
31.93,296.88,195.31,171.88,169.92,156.25,3:47:19
31.93,296.88,195.31,171.88,169.92,156.25,3:47:23
31.93,296.88,195.31,171.88,169.92,156.25,3:47:27
31.93,296.88,195.31,171.88,169.92,156.25,3:47:31
31.93,296.88,195.31,171.88,169.92,156.25,3:47:35
31.93,296.88,195.31,171.88,169.92,156.25,3:47:39
31.93,296.88,195.31,171.88,169.92,156.25,3:47:43
31.93,296.88,195.31,171.88,168.95,156.25,3:47:47
31.93,296.88,195.31,171.88,168.95,156.25,3:47:51
31.84,296.88,195.31,171.88,168.95,155.27,3:47:55
31.93,295.9,194.34,170.9,168.95,155.27,3:47:59
31.93,295.9,195.31,171.88,168.95,156.25,3:48:03
31.93,295.9,195.31,171.88,168.95,156.25,3:48:08
31.93,295.9,195.31,171.88,168.95,156.25,3:48:12
31.93,295.9,194.34,171.88,168.95,156.25,3:48:16
31.93,295.9,194.34,170.9,168.95,155.27,3:48:20
31.84,295.9,194.34,170.9,168.95,155.27,3:48:24
31.84,295.9,194.34,170.9,168.95,155.27,3:48:28
31.84,295.9,194.34,170.9,168.95,155.27,3:48:32
31.84,295.9,194.34,170.9,168.95,155.27,3:48:36
31.84,294.92,194.34,170.9,168.95,155.27,3:48:40
31.84,294.92,194.34,170.9,168.95,155.27,3:48:44
31.84,294.92,194.34,170.9,168.95,155.27,3:48:48
31.84,294.92,194.34,170.9,168.95,155.27,3:48:52
31.84,295.9,194.34,170.9,168.95,155.27,3:48:56
31.84,294.92,194.34,170.9,168.95,155.27,3:49:00
31.84,295.9,194.34,170.9,168.95,155.27,3:49:04
31.84,294.92,194.34,170.9,168.95,155.27,3:49:08
31.93,295.9,194.34,170.9,168.95,156.25,3:49:12
31.84,294.92,194.34,170.9,168.95,156.25,3:49:17
31.93,295.9,194.34,170.9,168.95,155.27,3:49:21
31.93,295.9,194.34,170.9,168.95,155.27,3:49:25
31.93,295.9,194.34,170.9,168.95,156.25,3:49:29
31.84,295.9,194.34,170.9,168.95,155.27,3:49:33
31.93,294.92,194.34,170.9,168.95,155.27,3:49:37
31.93,294.92,194.34,170.9,168.95,155.27,3:49:41
31.93,294.92,194.34,170.9,168.95,155.27,3:49:45
31.93,294.92,194.34,170.9,168.95,155.27,3:49:49
31.93,294.92,194.34,170.9,168.95,155.27,3:49:53
31.93,294.92,194.34,170.9,168.95,155.27,3:49:57
31.93,294.92,194.34,170.9,168.95,155.27,3:50:01
31.93,294.92,194.34,170.9,167.97,155.27,3:50:05
31.93,294.92,194.34,170.9,167.97,155.27,3:50:09
31.93,294.92,194.34,170.9,168.95,155.27,3:50:13
31.93,294.92,194.34,170.9,168.95,155.27,3:50:17
31.93,294.92,194.34,170.9,167.97,155.27,3:50:21
31.93,294.92,194.34,170.9,168.95,155.27,3:50:25
31.93,294.92,194.34,170.9,167.97,155.27,3:50:30
31.93,293.95,194.34,170.9,167.97,155.27,3:50:34
31.93,294.92,194.34,170.9,167.97,155.27,3:50:38
31.93,294.92,194.34,169.92,167.97,155.27,3:50:42
31.93,294.92,194.34,169.92,167.97,155.27,3:50:46
31.93,294.92,194.34,169.92,167.97,155.27,3:50:50
31.93,293.95,194.34,169.92,167.97,287.45,3:50:54
31.93,293.95,194.34,170.9,167.97,322.91,3:50:58
31.93,294.92,194.34,169.92,167.97,406.28,3:51:02
31.93,294.92,194.34,169.92,167.97,279.12,3:51:06
31.93,294.92,194.34,170.9,167.97,384.76,3:51:10
31.93,293.95,194.34,169.92,167.97,294.37,3:51:14
31.93,294.92,194.34,170.9,167.97,409.76,3:51:18
31.93,294.92,194.34,169.92,167.97,303.82,3:51:22
31.84,294.92,194.34,169.92,167.97,372.19,3:51:26
31.93,294.92,194.34,169.92,167.97,281.64,3:51:30
31.93,294.92,194.34,170.9,167.97,380.02,3:51:34
31.93,294.92,194.34,170.9,167.97,332.47,3:51:38
31.93,294.92,194.34,170.9,167.97,414.79,3:51:43
31.93,294.92,194.34,170.9,167.97,301.17,3:51:47
31.93,294.92,194.34,170.9,167.97,378.31,3:51:51
31.84,294.92,194.34,170.9,167.97,297.55,3:51:55
31.84,294.92,194.34,169.92,167.97,392.84,3:51:59
31.84,294.92,194.34,169.92,167.97,327.05,3:52:03
31.84,294.92,194.34,169.92,167.97,391.13,3:52:07
31.84,294.92,194.34,169.92,167.97,309.03,3:52:11
31.84,294.92,194.34,169.92,167.97,276.92,3:52:15
31.84,294.92,194.34,169.92,167.97,383.25,3:52:19
31.84,294.92,194.34,169.92,167.97,296.14,3:52:23
31.84,294.92,194.34,169.92,167.97,408.54,3:52:27
31.84,294.92,193.36,169.92,167.97,305.97,3:52:31
31.84,295.9,194.34,169.92,167.97,377.04,3:52:35
31.84,294.92,194.34,169.92,167.97,298.87,3:52:39
31.84,294.92,194.34,169.92,167.97,155.27,3:52:43
31.74,294.92,193.36,169.92,167.97,154.3,3:52:47
31.74,294.92,193.36,169.92,167.97,154.3,3:52:52
31.74,294.92,193.36,169.92,167.97,154.3,3:52:56
31.64,294.92,193.36,169.92,167.97,154.3,3:53:00
31.84,294.92,193.36,169.92,167.97,155.27,3:53:04
31.64,294.92,193.36,169.92,167.97,155.27,3:53:08
31.64,294.92,193.36,169.92,167.97,155.27,3:53:12
31.64,294.92,193.36,169.92,167.97,154.3,3:53:16
31.64,294.92,193.36,169.92,167.97,154.3,3:53:20
31.64,294.92,193.36,169.92,166.99,154.3,3:53:24
31.64,294.92,193.36,169.92,167.97,155.27,3:53:28
31.64,294.92,193.36,169.92,167.97,154.3,3:53:32
31.64,294.92,193.36,169.92,167.97,155.27,3:53:36
31.64,295.9,193.36,169.92,167.97,154.3,3:53:40
31.64,295.9,193.36,169.92,167.97,154.3,3:53:44
31.64,295.9,193.36,169.92,167.97,154.3,3:53:48
31.64,295.9,193.36,169.92,167.97,154.3,3:53:52
31.64,295.9,193.36,169.92,167.97,154.3,3:53:56
31.64,295.9,193.36,169.92,167.97,154.3,3:54:00
31.64,295.9,193.36,169.92,166.99,154.3,3:54:05
31.64,295.9,193.36,169.92,167.97,154.3,3:54:09
31.64,295.9,193.36,169.92,167.97,154.3,3:54:13
31.64,295.9,193.36,169.92,167.97,154.3,3:54:17
31.64,295.9,193.36,169.92,167.97,154.3,3:54:21
31.64,295.9,193.36,169.92,167.97,154.3,3:54:25
31.64,294.92,193.36,169.92,167.97,154.3,3:54:29
31.64,295.9,193.36,169.92,167.97,154.3,3:54:33
31.64,294.92,193.36,169.92,166.99,154.3,3:54:37
31.64,295.9,193.36,169.92,167.97,154.3,3:54:41
31.64,295.9,193.36,169.92,167.97,154.3,3:54:45
31.64,295.9,193.36,169.92,166.99,154.3,3:54:49
31.54,295.9,193.36,169.92,166.99,154.3,3:54:53
31.64,295.9,193.36,169.92,166.99,154.3,3:54:57
31.54,294.92,193.36,169.92,166.99,154.3,3:55:01
31.54,294.92,193.36,169.92,166.99,154.3,3:55:05
31.54,294.92,192.38,169.92,166.99,154.3,3:55:09
31.54,294.92,193.36,169.92,167.97,154.3,3:55:14
31.54,294.92,193.36,169.92,167.97,154.3,3:55:18
31.54,294.92,193.36,169.92,167.97,155.27,3:55:22
31.54,294.92,193.36,169.92,167.97,155.27,3:55:26
31.54,294.92,193.36,169.92,167.97,154.3,3:55:30
31.54,294.92,193.36,169.92,167.97,154.3,3:55:34
31.54,294.92,193.36,169.92,166.99,154.3,3:55:38
31.54,294.92,193.36,169.92,167.97,154.3,3:55:42
31.54,294.92,193.36,169.92,167.97,155.27,3:55:46
31.54,294.92,193.36,169.92,167.97,154.3,3:55:50
31.54,294.92,193.36,169.92,167.97,155.27,3:55:54
31.45,293.95,193.36,169.92,166.99,154.3,3:55:58
31.45,294.92,193.36,169.92,166.99,154.3,3:56:02
31.45,294.92,193.36,169.92,166.99,154.3,3:56:06
31.45,294.92,193.36,169.92,167.97,155.27,3:56:10
31.54,294.92,193.36,169.92,167.97,155.27,3:56:14
31.54,294.92,193.36,169.92,167.97,155.27,3:56:18
31.54,294.92,193.36,167.97,164.06,154.3,3:56:22
31.54,294.92,193.36,169.92,167.97,155.27,3:56:27
31.54,294.92,193.36,169.92,167.97,155.27,3:56:31
31.54,294.92,193.36,169.92,167.97,155.27,3:56:35
31.54,294.92,193.36,169.92,167.97,155.27,3:56:39
31.54,294.92,193.36,169.92,167.97,155.27,3:56:43
31.54,294.92,193.36,169.92,167.97,155.27,3:56:47
31.54,294.92,193.36,169.92,167.97,155.27,3:56:51
31.54,294.92,193.36,169.92,167.97,155.27,3:56:55
31.54,294.92,193.36,169.92,167.97,155.27,3:56:59
31.54,294.92,193.36,169.92,167.97,155.27,3:57:03
31.45,294.92,192.38,168.95,166.99,154.3,3:57:07
31.45,293.95,192.38,168.95,166.02,154.3,3:57:11
31.45,294.92,192.38,169.92,166.99,154.3,3:57:15
31.45,294.92,192.38,169.92,166.99,154.3,3:57:19
31.54,294.92,193.36,169.92,166.99,154.3,3:57:23
31.45,294.92,193.36,169.92,166.99,154.3,3:57:27
31.54,294.92,193.36,169.92,166.99,154.3,3:57:31
31.54,294.92,193.36,169.92,166.99,155.27,3:57:35
31.54,294.92,193.36,169.92,166.99,154.3,3:57:40
31.54,294.92,193.36,169.92,166.99,155.27,3:57:44
31.54,294.92,193.36,169.92,166.99,154.3,3:57:48
31.54,294.92,193.36,169.92,166.99,154.3,3:57:52
31.54,294.92,193.36,169.92,166.99,154.3,3:57:56
31.54,294.92,193.36,169.92,166.99,154.3,3:58:00
31.54,294.92,193.36,169.92,166.99,155.27,3:58:04
31.54,294.92,193.36,169.92,166.99,154.3,3:58:08
31.54,294.92,193.36,169.92,166.99,154.3,3:58:12
31.45,294.92,192.38,169.92,166.99,154.3,3:58:16
31.45,293.95,192.38,168.95,166.99,154.3,3:58:20
31.74,293.95,192.38,168.95,166.99,154.3,3:58:24
31.45,294.92,192.38,168.95,166.02,154.3,3:58:28
31.45,294.92,192.38,168.95,166.99,154.3,3:58:32
31.45,294.92,192.38,168.95,166.02,154.3,3:58:36
31.45,294.92,192.38,168.95,166.99,154.3,3:58:40
31.45,294.92,192.38,169.92,166.99,154.3,3:58:44
31.45,294.92,192.38,169.92,166.99,154.3,3:58:49
31.45,294.92,192.38,169.92,166.99,154.3,3:58:53
31.45,294.92,192.38,169.92,166.99,154.3,3:58:57
31.45,294.92,192.38,169.92,166.99,154.3,3:59:01
31.45,294.92,192.38,168.95,166.99,154.3,3:59:05
31.45,294.92,193.36,169.92,166.99,154.3,3:59:09
31.45,294.92,192.38,168.95,166.99,154.3,3:59:13
31.45,294.92,192.38,168.95,166.99,154.3,3:59:17
31.45,294.92,192.38,168.95,166.99,154.3,3:59:21
31.45,294.92,192.38,169.92,166.99,154.3,3:59:25
31.45,294.92,192.38,168.95,166.99,154.3,3:59:29
31.45,293.95,193.36,168.95,166.99,154.3,3:59:33
31.45,294.92,192.38,168.95,166.99,154.3,3:59:37
31.45,294.92,193.36,169.92,166.99,289.63,3:59:41
31.45,294.92,193.36,169.92,166.99,325.17,3:59:45
31.45,294.92,193.36,168.95,166.99,408.92,3:59:49
31.45,294.92,193.36,168.95,166.99,281.49,3:59:53
31.45,294.92,193.36,168.95,166.99,388.75,3:59:57
31.45,294.92,193.36,168.95,166.99,296.81,4:00:02
31.45,294.92,193.36,168.95,166.99,412.58,4:00:06
31.45,294.92,193.36,168.95,166.99,305.24,4:00:10
31.45,294.92,193.36,169.92,166.99,374.91,4:00:14
31.45,294.92,192.38,169.92,166.99,282.76,4:00:18
31.45,294.92,193.36,169.92,166.99,382.55,4:00:22
31.45,294.92,193.36,168.95,166.99,333.18,4:00:26
31.35,293.95,192.38,168.95,166.99,417.29,4:00:30
31.45,294.92,192.38,168.95,166.99,302.14,4:00:34
31.35,294.92,192.38,168.95,166.99,381.86,4:00:38
31.35,294.92,192.38,168.95,166.99,299.97,4:00:42
31.35,294.92,192.38,168.95,166.99,394.32,4:00:46
31.35,294.92,192.38,168.95,166.99,328.76,4:00:50
31.35,294.92,192.38,168.95,166.99,394.07,4:00:54
31.35,294.92,192.38,168.95,166.99,311.23,4:00:58
31.35,294.92,192.38,168.95,166.99,154.3,4:01:02
31.35,294.92,192.38,168.95,166.99,154.3,4:01:06
31.25,295.9,192.38,169.92,166.99,154.3,4:01:11
31.25,295.9,192.38,169.92,166.99,154.3,4:01:15
31.35,295.9,193.36,169.92,166.99,155.27,4:01:19
31.35,296.88,193.36,169.92,167.97,155.27,4:01:23
31.45,296.88,193.36,170.9,167.97,155.27,4:01:27
31.45,296.88,193.36,170.9,167.97,155.27,4:01:31
31.45,297.85,194.34,170.9,167.97,155.27,4:01:35
31.45,296.88,193.36,170.9,167.97,155.27,4:01:39
31.54,303.71,194.34,170.9,167.97,155.27,4:01:43
31.54,297.85,194.34,170.9,167.97,155.27,4:01:47
31.45,296.88,194.34,170.9,167.97,155.27,4:01:51
